"Location.County","Location.State","Location.State Abbreviation","Vote Data.Ben Carson.Number of Votes","Vote Data.Ben Carson.Party","Vote Data.Ben Carson.Percent of Votes","Vote Data.Bernie Sanders.Number of Votes","Vote Data.Bernie Sanders.Party","Vote Data.Bernie Sanders.Percent of Votes","Vote Data.Carly Fiorina.Number of Votes","Vote Data.Carly Fiorina.Party","Vote Data.Carly Fiorina.Percent of Votes","Vote Data.Chris Christie.Number of Votes","Vote Data.Chris Christie.Party","Vote Data.Chris Christie.Percent of Votes","Vote Data.Donald Trump.Number of Votes","Vote Data.Donald Trump.Party","Vote Data.Donald Trump.Percent of Votes","Vote Data.Hillary Clinton.Number of Votes","Vote Data.Hillary Clinton.Party","Vote Data.Hillary Clinton.Percent of Votes","Vote Data.Jeb Bush.Number of Votes","Vote Data.Jeb Bush.Party","Vote Data.Jeb Bush.Percent of Votes","Vote Data.John Kasich.Number of Votes","Vote Data.John Kasich.Party","Vote Data.John Kasich.Percent of Votes","Vote Data.Marco Rubio.Number of Votes","Vote Data.Marco Rubio.Party","Vote Data.Marco Rubio.Percent of Votes","Vote Data.Martin O'Malley.Number of Votes","Vote Data.Martin O'Malley.Party","Vote Data.Martin O'Malley.Percent of Votes","Vote Data.Mike Huckabee.Number of Votes","Vote Data.Mike Huckabee.Party","Vote Data.Mike Huckabee.Percent of Votes","Vote Data.No Preference.Number of Votes","Vote Data.No Preference.Party","Vote Data.No Preference.Percent of Votes","Vote Data.Rand Paul.Number of Votes","Vote Data.Rand Paul.Party","Vote Data.Rand Paul.Percent of Votes","Vote Data.Rick Santorum.Number of Votes","Vote Data.Rick Santorum.Party","Vote Data.Rick Santorum.Percent of Votes","Vote Data.Ted Cruz.Number of Votes","Vote Data.Ted Cruz.Party","Vote Data.Ted Cruz.Percent of Votes","Vote Data.Uncommitted.Number of Votes","Vote Data.Uncommitted.Party","Vote Data.Uncommitted.Percent of Votes"
"Randolph","Vermont","VT","32","Republican","7.000000000000001","906","Democrat","91.2","0","Republican","0.0","0","Republican","0.0","126","Republican","27.400000000000002","85","Democrat","8.6","0","Republican","0.0","152","Republican","33.0","91","Republican","19.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","39","Republican","8.5","0","N/A","0.0"
"Randolph","West Virginia","WV","0","Republican","0.0","2492","Democrat","52.300000000000004","0","Republican","0.0","0","Republican","0.0","2206","Republican","77.9","1515","Democrat","31.8","0","Republican","0.0","146","Republican","5.2","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","280","Republican","9.9","0","N/A","0.0"
"Rangeley Plt.","Maine","ME","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Rangeley","Maine","ME","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Rankin","Mississippi","MS","0","Republican","0.0","1356","Democrat","22.3","0","Republican","0.0","0","Republican","0.0","13729","Republican","46.9","4689","Democrat","77.1","0","Republican","0.0","3038","Republican","10.4","1633","Republican","5.6000000000000005","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","10280","Republican","35.1","0","N/A","0.0"
"Rapides","Louisiana","LA","0","Republican","0.0","1451","Democrat","21.9","0","Republican","0.0","0","Republican","0.0","3397","Republican","38.9","4722","Democrat","71.3","0","Republican","0.0","490","Republican","5.6000000000000005","888","Republican","10.2","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","3680","Republican","42.199999999999996","0","N/A","0.0"
"Rappahannock","Virginia","VA","114","Republican","8.3","411","Democrat","49.5","0","Republican","0.0","0","Republican","0.0","556","Republican","40.6","416","Democrat","50.1","0","Republican","0.0","98","Republican","7.200000000000001","308","Republican","22.5","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","262","Republican","19.2","0","N/A","0.0"
"Ravalli","Montana","MT","0","Republican","0.0","2133","Democrat","52.0","0","Republican","0.0","0","Republican","0.0","6281","Republican","70.5","1855","Democrat","45.2","0","Republican","0.0","636","Republican","7.1","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1125","Republican","12.6","0","N/A","0.0"
"Ray","Missouri","MO","0","Republican","0.0","968","Democrat","49.5","0","Republican","0.0","0","Republican","0.0","1565","Republican","44.2","942","Democrat","48.199999999999996","0","Republican","0.0","250","Republican","7.1","166","Republican","4.7","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1459","Republican","41.199999999999996","0","N/A","0.0"
"Raymond","Maine","ME","0","Republican","0.0","8","Democrat","66.7","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","4","Democrat","33.300000000000004","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Raynham","Massachusetts","MA","72","Republican","3.9","893","Democrat","50.8","0","Republican","0.0","0","Republican","0.0","1071","Republican","57.49999999999999","837","Democrat","47.599999999999994","0","Republican","0.0","247","Republican","13.3","272","Republican","14.6","0","Democrat","0.0","0","Republican","0.0","21","N/A","1.2","0","Republican","0.0","0","Republican","0.0","161","Republican","8.7","0","N/A","0.0"
"Readfield","Maine","ME","0","Republican","0.0","6","Democrat","66.7","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","3","Democrat","33.300000000000004","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Reading","Massachusetts","MA","86","Republican","2.1999999999999997","2554","Democrat","47.9","0","Republican","0.0","0","Republican","0.0","1694","Republican","43.70000000000001","2707","Democrat","50.8","0","Republican","0.0","850","Republican","21.9","791","Republican","20.4","0","Democrat","0.0","0","Republican","0.0","46","N/A","0.9000000000000001","0","Republican","0.0","0","Republican","0.0","375","Republican","9.700000000000001","0","N/A","0.0"
"Reading","Vermont","VT","2","Republican","2.9000000000000004","163","Democrat","85.3","0","Republican","0.0","0","Republican","0.0","35","Republican","51.5","28","Democrat","14.7","0","Republican","0.0","22","Republican","32.4","6","Republican","8.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","2","Republican","2.9000000000000004","0","N/A","0.0"
"Readsboro","Vermont","VT","2","Republican","1.9","112","Democrat","73.2","0","Republican","0.0","0","Republican","0.0","58","Republican","54.7","41","Democrat","26.8","0","Republican","0.0","16","Republican","15.1","14","Republican","13.200000000000001","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","14","Republican","13.200000000000001","0","N/A","0.0"
"Reagan","Texas","TX","35","Republican","4.3","7","Democrat","36.8","0","Republican","0.0","0","Republican","0.0","192","Republican","23.7","12","Democrat","63.2","0","Republican","0.0","15","Republican","1.9","107","Republican","13.200000000000001","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","360","Republican","44.4","0","N/A","0.0"
"Real","Texas","TX","67","Republican","4.7","23","Democrat","44.2","0","Republican","0.0","0","Republican","0.0","484","Republican","33.800000000000004","28","Democrat","53.79999999999999","0","Republican","0.0","32","Republican","2.1999999999999997","183","Republican","12.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","562","Republican","39.300000000000004","0","N/A","0.0"
"Red River","Louisiana","LA","0","Republican","0.0","117","Democrat","16.6","0","Republican","0.0","0","Republican","0.0","220","Republican","36.0","530","Democrat","75.3","0","Republican","0.0","16","Republican","2.6","49","Republican","8.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","300","Republican","49.1","0","N/A","0.0"
"Red River","Texas","TX","118","Republican","4.9","87","Democrat","18.2","0","Republican","0.0","0","Republican","0.0","933","Republican","38.7","377","Democrat","79.0","0","Republican","0.0","33","Republican","1.4000000000000001","207","Republican","8.6","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1048","Republican","43.4","0","N/A","0.0"
"Red Willow","Nebraska","NE","0","Republican","0.0","46","Democrat","64.8","0","Republican","0.0","0","Republican","0.0","1178","Republican","70.2","25","Democrat","35.2","0","Republican","0.0","127","Republican","7.6","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","227","Republican","13.5","0","N/A","0.0"
"Redding","Connecticut","CT","0","Republican","0.0","502","Democrat","42.3","0","Republican","0.0","0","Republican","0.0","509","Republican","50.8","678","Democrat","57.10000000000001","0","Republican","0.0","344","Republican","34.4","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","120","Republican","12.0","0","N/A","0.0"
"Reed Plt.","Maine","ME","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Reeves","Texas","TX","16","Republican","12.8","563","Democrat","29.7","0","Republican","0.0","0","Republican","0.0","36","Republican","28.800000000000004","1128","Democrat","59.599999999999994","0","Republican","0.0","3","Republican","2.4","16","Republican","12.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","51","Republican","40.8","0","N/A","0.0"
"Refugio","Texas","TX","34","Republican","3.5000000000000004","253","Democrat","29.600000000000005","0","Republican","0.0","0","Republican","0.0","329","Republican","34.0","549","Democrat","64.2","0","Republican","0.0","15","Republican","1.5","113","Republican","11.700000000000001","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","438","Republican","45.2","0","N/A","0.0"
"Rehoboth","Massachusetts","MA","46","Republican","2.9000000000000004","782","Democrat","58.20000000000001","0","Republican","0.0","0","Republican","0.0","853","Republican","54.29999999999999","549","Democrat","40.8","0","Republican","0.0","206","Republican","13.100000000000001","241","Republican","15.299999999999999","0","Democrat","0.0","0","Republican","0.0","6","N/A","0.4","0","Republican","0.0","0","Republican","0.0","201","Republican","12.8","0","N/A","0.0"
"Rensselaer","New York","NY","0","Republican","0.0","6649","Democrat","58.4","0","Republican","0.0","0","Republican","0.0","4559","Republican","53.2","4738","Democrat","41.6","0","Republican","0.0","2490","Republican","29.100000000000005","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1516","Republican","17.7","0","N/A","0.0"
"Revere","Massachusetts","MA","45","Republican","1.4000000000000001","3060","Democrat","44.4","0","Republican","0.0","0","Republican","0.0","2280","Republican","73.4","3690","Democrat","53.5","0","Republican","0.0","223","Republican","7.200000000000001","294","Republican","9.5","0","Democrat","0.0","0","Republican","0.0","90","N/A","1.3","0","Republican","0.0","0","Republican","0.0","205","Republican","6.6000000000000005","0","N/A","0.0"
"Reynolds","Missouri","MO","0","Republican","0.0","228","Democrat","46.7","0","Republican","0.0","0","Republican","0.0","647","Republican","58.70000000000001","230","Democrat","47.099999999999994","0","Republican","0.0","44","Republican","4.0","37","Republican","3.4000000000000004","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","357","Republican","32.4","0","N/A","0.0"
"Rhea","Tennessee","TN","448","Republican","8.4","331","Democrat","37.9","0","Republican","0.0","0","Republican","0.0","2339","Republican","44.1","503","Democrat","57.60000000000001","0","Republican","0.0","197","Republican","3.7000000000000006","1020","Republican","19.2","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1127","Republican","21.2","0","N/A","0.0"
"Rich","Utah","UT","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","31","Republican","12.3","0","Democrat","0.0","0","Republican","0.0","23","Republican","9.1","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","198","Republican","78.6","0","N/A","0.0"
"Richardson","Nebraska","NE","0","Republican","0.0","28","Democrat","43.8","0","Republican","0.0","0","Republican","0.0","699","Republican","66.3","36","Democrat","56.3","0","Republican","0.0","107","Republican","10.2","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","164","Republican","15.6","0","N/A","0.0"
"Richford","Vermont","VT","6","Republican","4.3","258","Democrat","88.4","0","Republican","0.0","0","Republican","0.0","70","Republican","50.0","31","Democrat","10.6","0","Republican","0.0","27","Republican","19.3","25","Republican","17.9","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","8","Republican","5.7","0","N/A","0.0"
"Richland","Illinois","IL","0","Republican","0.0","543","Democrat","53.6","0","Republican","0.0","0","Republican","0.0","1469","Republican","48.4","448","Democrat","44.2","0","Republican","0.0","411","Republican","13.5","166","Republican","5.5","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","865","Republican","28.499999999999996","0","N/A","0.0"
"Richland","Louisiana","LA","0","Republican","0.0","135","Democrat","14.800000000000002","0","Republican","0.0","0","Republican","0.0","625","Republican","47.0","696","Democrat","76.1","0","Republican","0.0","52","Republican","3.9","87","Republican","6.5","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","524","Republican","39.4","0","N/A","0.0"
"Richland","Montana","MT","0","Republican","0.0","158","Democrat","39.7","0","Republican","0.0","0","Republican","0.0","1435","Republican","76.2","217","Democrat","54.50000000000001","0","Republican","0.0","109","Republican","5.800000000000001","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","152","Republican","8.1","0","N/A","0.0"
"Richland","Ohio","OH","0","Republican","0.0","4080","Democrat","43.3","0","Republican","0.0","0","Republican","0.0","8829","Republican","36.0","5225","Democrat","55.50000000000001","0","Republican","0.0","8994","Republican","36.70000000000001","516","Republican","2.1","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","5742","Republican","23.400000000000002","0","N/A","0.0"
"Richland","South Carolina","SC","2633","Republican","6.7","12318","Democrat","23.799999999999997","0","Republican","0.0","0","Republican","0.0","9172","Republican","23.400000000000002","39243","Democrat","75.8","4484","Republican","11.4","4051","Republican","10.299999999999999","10955","Republican","27.900000000000002","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","7964","Republican","20.3","0","N/A","0.0"
"Richland","Wisconsin","WI","0","Republican","0.0","1784","Democrat","58.20000000000001","0","Republican","0.0","0","Republican","0.0","1434","Republican","44.6","1276","Democrat","41.6","0","Republican","0.0","503","Republican","15.7","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1157","Republican","36.0","0","N/A","0.0"
"Richmond City","Virginia","VA","504","Republican","3.8","14085","Democrat","39.1","0","Republican","0.0","0","Republican","0.0","2680","Republican","20.200000000000003","21822","Democrat","60.6","0","Republican","0.0","2102","Republican","15.9","6210","Republican","46.9","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1508","Republican","11.4","0","N/A","0.0"
"Richmond","Georgia","GA","1136","Republican","7.5","3578","Democrat","18.0","0","Republican","0.0","0","Republican","0.0","5543","Republican","36.8","16269","Democrat","81.7","0","Republican","0.0","653","Republican","4.3","3265","Republican","21.7","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","4294","Republican","28.499999999999996","0","N/A","0.0"
"Richmond","Massachusetts","MA","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
