"groups","claim","status","statistics.sources","date.year","date.month","date.day","statistics.# wounded_low","statistics.# wounded_high","statistics.# killed_low","statistics.# killed_high","statistics.# killed_low_civilian","statistics.# killed_high_civilian","statistics.# killed_low_political","statistics.# killed_high_political","statistics.# killed_low_security","statistics.# killed_high_security","statistics.# belt_bomb","statistics.# truck_bomb","statistics.# car_bomb","statistics.# weapon_oth","statistics.# weapon_unk","target.weapon","target.region","target.subregion","target.country","target.province","target.city","target.location","target.latitude","target.longtitude","target.desc","target.type","target.nationality","statistics.# attackers","statistics.# female_attackers","statistics.# male_attackers","statistics.# unknown_attackers","attacker.gender"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2015","5","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Pakistan","Sindh","Karachi","Orangi Town, Pareshan Chowk, Faqir Colony","24.91","67.08","Rangers Assaulting Militant Safe-House","Security","Pakistani","2","0","1","1","Male"
"Taliban (IEA)","Claimed","Confirmed Suicide","3","2010","7","5","2","3","0","1","0","0","0","0","0","1","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Herat","Mir Daoud","Mir Daud Area","34.08416","62.221321","Afghan National Police (ANP) convoy","Security","Afghan","1","0","1","0","Male"
"Islamic State of Iraq and Syria","Claimed","Confirmed Suicide","3","2013","10","2","5","7","2","5","0","0","0","0","2","5","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Sala ad-Din","Tikrit","counter-explosives police headquarters","34.6","43.67","Anti-explosives security directorate of the Iraqi Police","Security","Iraqi","1","0","0","1","Unknown"
"Al-Aqsa Martyrs Brigade","Claimed","Confirmed Suicide","7","2007","1","1","0","2","3","3","3","3","0","0","0","0","0","0","0","1","0","Other PBIED","Asia","Western Asia","Israel","HaDarom","Eilat","Bakery, Red Sea Resort Area","29.55805","34.94821","Israeli Bakery","Civilian","Israeli","1","0","1","0","Male"
"Palestinian Islamic Jihad","Claimed","Confirmed Suicide","7","2007","1","1","0","2","3","3","3","3","0","0","0","0","0","0","0","1","0","Other PBIED","Asia","Western Asia","Israel","HaDarom","Eilat","Bakery, Red Sea Resort Area","29.55805","34.94821","Israeli Bakery","Civilian","Israeli","1","0","1","0","Male"
"Unknown Group","Unclaimed","Possible - Conflicting Reports","2","2008","6","6","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Ninawa","Mosul","Baaj district","36.33","43.11","Iraqi Police checkpoint","Security","Iraqi","1","0","1","0","Male"
"Taliban (IEA)","Claimed","Possible - Conflicting Reports","10","2015","12","2","12","12","17","25","13","19","0","0","4","6","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Kandahar","Kandahar Airport","Near school compound where airfield staff live; residential part of airport","31.48","65.84","Kandahar Airfield","Security","Multinational","3","0","0","3","Unknown"
"Taliban (IEA)","Claimed","Possible - Conflicting Reports","10","2015","12","2","12","12","17","25","13","19","0","0","4","6","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Kandahar","Kandahar Airport","Near school compound where airfield staff live; residential part of airport","31.48","65.84","Kandahar Airfield","Security","Multinational","3","0","0","3","Unknown"
"Taliban (IEA)","Claimed","Possible - Conflicting Reports","10","2015","12","2","12","12","17","25","13","19","0","0","4","6","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Kandahar","Kandahar Airport","Near school compound where airfield staff live; residential part of airport","31.48","65.84","Kandahar Airfield","Security","Multinational","3","0","0","3","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2006","9","1","10","26","2","13","0","0","0","0","2","13","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Al-Anbar","Ramadi","Al-Hurriya Police Station","33.434167","43.268611","Iraqi Police recruits","Security","Iraqi","1","0","1","0","Male"
"Tehrik-i-Taliban Pakistan","Claimed","Confirmed Suicide","4","2009","1","5","3","22","1","2","0","0","0","0","1","2","0","0","1","0","0","Car bomb","Asia","Southern Asia","Pakistan","Khyber-Pakhtunkhwa","Mingaora","Fizzagat area","34.78","72.36","Pakistani Police checkpoint","Security","Pakistani","1","0","1","0","Male"
"Al-Shabaab","Claimed","Confirmed Suicide","2","2013","10","6","10","10","12","15","12","15","0","0","0","0","1","0","0","0","0","Belt bomb","Africa","Eastern Africa","Somalia","Hiiraan","Beledweyne","Restaurant","4.73583","45.20361","Ethiopian Troops","Security","Ethiopian","1","0","0","1","Unknown"
"Islamic State","Claimed","Confirmed Suicide","2","2014","6","7","8","23","9","15","9","15","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Al-Bab Al-Sharqi area near Tahrir Square","33.34","44.4","Iraqi Army recruits","Security","Iraqi","1","0","1","0","Male"
"Al-Shabaab","Claimed","Confirmed Suicide","3","2013","3","1","12","20","7","10","7","10","0","0","0","0","0","0","1","0","0","Car bomb","Africa","Eastern Africa","Somalia","Banaadir","Mogadishu","Street in Mogadishu","2.03711","45.34375","convoy of Mogadishu intelligence chief [survived]","Security","Somali","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","4","2014","1","2","0","0","20","20","0","0","0","0","20","20","0","0","1","0","0","Car bomb","Asia","Western Asia","Syria","Idlib","Darkush","Checkpoint Entrance","35.9925","36.393056","Checkpoint manned by Syrian rebels","Security","Syrian","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Possible - Too Few Sources","1","2005","4","5","0","0","1","1","0","0","0","0","1","1","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Al-Anbar","Fallujah","Fallujah","33.36","43.77","US military convoy","Security","American","1","0","1","0","Male"
"Jamaatul Mujahideen Bangladesh","Suspected","Confirmed Suicide","2","2017","4","4","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","Unspecified","Asia","Southern Asia","Bangladesh","Rajshahi","Chapainawabganj","Militant hideout den","24.7413","88.2912","Police/security forces surrounding den","Security","Bangladeshi","4","0","1","3","Male"
"Jamaatul Mujahideen Bangladesh","Suspected","Confirmed Suicide","2","2017","4","4","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","Unspecified","Asia","Southern Asia","Bangladesh","Rajshahi","Chapainawabganj","Militant hideout den","24.7413","88.2912","Police/security forces surrounding den","Security","Bangladeshi","4","0","1","3","Unknown"
"Jamaatul Mujahideen Bangladesh","Suspected","Confirmed Suicide","2","2017","4","4","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","Unspecified","Asia","Southern Asia","Bangladesh","Rajshahi","Chapainawabganj","Militant hideout den","24.7413","88.2912","Police/security forces surrounding den","Security","Bangladeshi","4","0","1","3","Unknown"
"Jamaatul Mujahideen Bangladesh","Suspected","Confirmed Suicide","2","2017","4","4","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","Unspecified","Asia","Southern Asia","Bangladesh","Rajshahi","Chapainawabganj","Militant hideout den","24.7413","88.2912","Police/security forces surrounding den","Security","Bangladeshi","4","0","1","3","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2012","6","5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Nuristan","Kamdesh","District government building","35.36","71.34","District police chief","Political","Afghan","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2005","8","2","2","8","4","6","1","1","0","0","3","5","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Ninawa","Mosul","Iraqi police checkpoint","36.33","43.11","Iraqi Army patrol","Security","Iraqi","1","0","0","1","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","3","2014","5","4","30","30","11","13","5","7","0","0","6","6","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Panjshir","Bazarak","Between Panjshir and Parwan provinces","35.31667","69.5555","Afghan National Police (ANP) Checkpoint","Security","Afghan","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2005","1","3","6","6","0","0","0","0","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","""Route Irish"" or main road from Baghdad airport to city","33.34","44.4","Coalition military convoy","Security","Australian","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2015","7","7","12","23","26","33","26","27","0","0","0","6","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Khost","Khost","Near Camp Chapman (Afghan/US military base)","33.34","69.9","Khost Provincial Force (Afghan Army) checkpoint","Security","Afghan","1","0","1","0","Male"
"Al-Shabaab","Claimed","Confirmed Suicide","5","2016","7","7","10","20","4","6","3","5","0","0","1","1","0","0","1","0","0","Car bomb","Africa","Eastern Africa","Somalia","Banaadir","Mogadishu","Headquarters Criminal Investigative Police Division","2.03711","45.34375","Headquarters Criminal Investigative Police Division","Security","Somali","2","0","0","2","Unknown"
"Al-Shabaab","Claimed","Confirmed Suicide","5","2016","7","7","10","20","4","6","3","5","0","0","1","1","0","0","1","0","0","Car bomb","Africa","Eastern Africa","Somalia","Banaadir","Mogadishu","Headquarters Criminal Investigative Police Division","2.03711","45.34375","Headquarters Criminal Investigative Police Division","Security","Somali","2","0","0","2","Unknown"
"Tehrik-i-Taliban Pakistan","Claimed","Confirmed Suicide","2","2011","9","3","50","82","23","29","1","1","0","0","22","23","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Pakistan","Baluchistan","Quetta","Outside the residence of the DIG Frontier Corps (FC) near the Commissioner Office in Quetta","30.19","67.01","DIG Frontier Corps Deputy Chief","Security","Pakistani","2","0","2","0","Male"
"Tehrik-i-Taliban Pakistan","Claimed","Confirmed Suicide","2","2011","9","3","50","82","23","29","1","1","0","0","22","23","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Pakistan","Baluchistan","Quetta","Outside the residence of the DIG Frontier Corps (FC) near the Commissioner Office in Quetta","30.19","67.01","DIG Frontier Corps Deputy Chief","Security","Pakistani","2","0","2","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2011","11","4","26","26","5","5","0","0","0","0","5","5","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Diyala","Baqubah","Home of","33.74","44.64","Yassin Issa Daud, Leader of the Sahwa/Awakening militia in Taji","Security","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Possible - Conflicting Reports","3","2005","4","6","20","20","9","9","0","0","0","0","9","9","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Baghdad","Abu Ghurayb","Seven kilometres from the Abu Ghraib prison","33.297926","44.081472","Iraqi Army convoy","Security","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2007","11","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","Motorcycle bomb","Asia","Southern Asia","Afghanistan","Khost","Gorbaz","Near NATO-ISAF military convoy","33.29","69.87","NATO-ISAF military convoy","Security","Italian","1","0","1","0","Male"
"Taliban (IEA)","Suspected","Confirmed Suicide","2","2012","6","2","6","6","2","9","2","3","0","0","0","6","0","0","0","1","0","Motorcycle bomb","Asia","Southern Asia","Afghanistan","Balkh","Charbolak","Market","36.773056","66.873611","Afghan National Police (ANP) patrol","Security","Afghan","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2016","10","6","13","13","2","3","2","3","0","0","0","0","0","0","0","1","0","Motorcycle bomb","Africa","Western Africa","Nigeria","Borno","Maiduguri","Gas Station, near Bakassi IDP camp","11.833333","13.15","Bakassi IDP camp fuel depot","Civilian","Nigerian","1","0","0","1","Unknown"
"Liberation Tigers of Tamil Eelam","Suspected","Confirmed Suicide","3","2000","6","3","27","27","10","21","0","0","10","21","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Sri Lanka","Western","Ratmalana","War Heroes Day Parade","6.81959","79.879622","Minister of Industries C.V. Gooneratne [killed]","Political","Sri Lankan","1","0","0","1","Unknown"
"Babbar Khalsa International","Claimed","Confirmed Suicide","4","1995","8","4","30","30","12","18","11","17","1","1","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","India","Chandigarh","Chandigarh","Office of Chief Minister","30.75","76.8","Chief Minister Beant Singh [killed]","Political","Indian","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2008","2","1","20","25","8","8","5","5","1","1","2","2","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Pakistan","Punjab","Rawalpindi","Commercial district","33.6","73.07","Mushtaq Ahmad Baig, Lieutenant General","Political","Pakistani","1","0","1","0","Male"
"Islamic State of Iraq","Claimed","Confirmed Suicide","5","2008","1","4","0","0","3","3","0","0","0","0","3","3","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Ninawa","Mosul","Site of earlier factory bomb blast, Shingeli area","36.33","43.11","Brigadier-General Salih Mohammed Hasan Atiya al-Jubour, acting police chief of Ninawa Province","Security","Iraqi","1","0","1","0","Male"
"Islamic State of Iraq","Denied","Confirmed Suicide","5","2008","1","4","0","0","3","3","0","0","0","0","3","3","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Ninawa","Mosul","Site of earlier factory bomb blast, Shingeli area","36.33","43.11","Brigadier-General Salih Mohammed Hasan Atiya al-Jubour, acting police chief of Ninawa Province","Security","Iraqi","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2003","12","1","10","30","7","8","0","0","0","0","7","8","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Husainiyah Police Station","33.34","44.4","Iraqi Police station","Security","Iraqi","2","0","2","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2003","12","1","10","30","7","8","0","0","0","0","7","8","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Husainiyah Police Station","33.34","44.4","Iraqi Police station","Security","Iraqi","2","0","2","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","4","2007","1","3","0","1","0","2","0","2","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Nangarhar","Towr Kham","Near Afghani Customs Offices","34.114722","71.084722","NATO-ISAF troops","Security","Multinational","1","0","1","0","Male"
"Al-Shabaab","Suspected","Possible - Conflicting Reports","3","2014","10","7","0","0","4","10","4","10","0","0","0","0","0","0","1","0","0","Car bomb","Africa","Eastern Africa","Somalia","Banaadir","Mogadishu","Caf_, near government district","2.03711","45.34375","Government Officials","Political","Somali","1","0","0","1","Unknown"
"Taliban (IEA)","Suspected","Confirmed Suicide","2","2012","11","5","90","90","3","3","0","0","0","0","3","3","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Nangarhar","Towr Kham","On the border with Pakistan","34.114722","71.084722","NATO-ISAF border post","Security","Multinational","1","0","0","1","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","3","2017","12","3","13","15","0","2","0","0","0","0","0","2","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Hilmand","Lashkar Gah","In front of center gate of 505th Zone Afghan Police Headquarters on Bust Fort and Airport Road","31.59","64.37","Afghan National Army Convoy","Security","Afghan","2","0","0","2","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","3","2017","12","3","13","15","0","2","0","0","0","0","0","2","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Hilmand","Lashkar Gah","In front of center gate of 505th Zone Afghan Police Headquarters on Bust Fort and Airport Road","31.59","64.37","Afghan National Army Convoy","Security","Afghan","2","0","0","2","Unknown"
"Hamas","Claimed","Confirmed Suicide","7","1995","8","1","106","107","4","4","4","4","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Israel","Jerusalem","Jerusalem (West)","Ramot Ashko, East Jerusalem","31.78199","35.21961","Public Bus #26 transporting Israeli civilians","Civilian","Israeli","1","0","1","0","Male"
"Unknown Group","Unclaimed","Possible - Conflicting Reports","2","2017","7","7","24","24","17","18","10","11","0","0","7","7","0","0","1","0","0","Car bomb","Asia","Western Asia","Syria","Damascus","Damascus","Square, Near Tahrir Square in central Damascus","33.504089","36.300002","Syrian Civilians in Tahrir Square","Civilian","Syrian","1","0","1","0","Male"
"Al-Shabaab","Claimed","Confirmed Suicide","2","2017","6","4","12","12","7","7","5","5","0","0","2","2","0","0","1","0","0","Car bomb","Africa","Eastern Africa","Somalia","Banaadir","Mogadishu","Waberi police station","2.03711","45.34375","Civilians and security personnel at police station","Security","Somali","1","0","0","1","Unknown"
"Islamic Movement of Uzbekistan","Claimed","Confirmed Suicide","4","2013","5","7","46","68","5","7","1","1","0","0","4","6","0","0","1","0","0","Car bomb","Asia","Southern Asia","Pakistan","Baluchistan","Quetta","Zarghoon Road","30.19","67.01","Police Chief Mushtaq Sukhera","Security","Pakistani","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2015","5","6","31","33","7","7","7","7","0","0","0","0","1","0","0","0","0","Belt bomb","Africa","Western Africa","Nigeria","Yobe","Damaturu","Bus Station, Near Damaturu Central Motor Park","11.747","11.9608","Bus Station","Civilian","Nigerian","1","1","0","0","Female"
