"Name","Number of Permits.1 unit","Number of Permits.2 units","Number of Permits.3-4 units","Number of Permits.5+ units","Period.full","Period.month","Period.month name","Period.year","Valuations.1 unit","Valuations.2 units","Valuations.3-4 units","Valuations.5+ units"
"Washington","2344","84","68","242","2004/02","2","February","2004","370301","8790","5759","19162"
"North Carolina","5487","102","43","907","2004/02","2","February","2004","770645","7232","2953","50238"
"Maine","318","4","3","11","2004/02","2","February","2004","48609","308","261","637"
"New York","1328","312","292","966","2004/02","2","February","2004","233025","30539","23511","69558"
"Montana","96","14","9","50","2004/02","2","February","2004","14621","864","533","865"
"Nevada","2974","4","66","602","2004/02","2","February","2004","400464","250","5556","40180"
"Hawaii","342","0","27","414","2004/02","2","February","2004","73676","0","3681","117161"
"Mississippi","1229","10","68","51","2004/03","3","March","2004","134831","691","2477","2766"
"Oklahoma","1296","18","134","359","2004/03","3","March","2004","179957","1410","5225","23816"
"Minnesota","2215","28","76","485","2004/03","3","March","2004","368875","3820","5489","61234"
"Illinois","4289","124","172","1123","2004/03","3","March","2004","764098","12787","14291","89551"
"Georgia","8791","82","94","1117","2004/03","3","March","2004","1115748","8257","3741","63273"
"Arkansas","913","28","49","273","2004/03","3","March","2004","131753","2008","2251","9749"
"New Mexico","1163","0","23","49","2004/03","3","March","2004","166799","0","1195","2800"
"Indiana","3000","88","73","436","2004/03","3","March","2004","474502","9583","4525","16929"
"Maryland","1906","8","14","384","2004/03","3","March","2004","280709","590","1011","55159"
"Texas","14021","200","379","2044","2004/03","3","March","2004","1869823","11669","12831","105842"
"Wyoming","208","4","33","10","2004/03","3","March","2004","31275","260","2273","513"
"Tennessee","3788","68","47","1479","2004/03","3","March","2004","552524","3979","2463","80325"
"Iowa","1211","6","26","264","2004/03","3","March","2004","179003","505","2049","10795"
"Wisconsin","2161","142","100","408","2004/03","3","March","2004","370588","12680","10871","25508"
"Arizona","7407","36","166","187","2004/03","3","March","2004","1128128","3294","15152","11943"
